hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay,weekend_stay_ratio,is_weekend_arrival,arrival_season,lead_time_category,total_guests,is_solo_traveler,is_couple,is_family,is_group,total_previous_bookings,cancellation_rate_history,has_special_requests,has_booking_changes,has_parking_space,is_room_changed,adr_per_person,total_cost,net_revenue,is_domestic
Resort Hotel,0,101,2015,August,33,10,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,184.0,0,0,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,92.0,1288.0,1288.0,1
Resort Hotel,0,220,2015,August,33,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,0,Contract,112.63,0,0,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,56.315,788.41,788.41,0
Resort Hotel,0,0,2015,August,33,13,1,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,197.25,0,0,Check-Out,2015-08-17,2015-08-13,4,0.25,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,98.625,789.0,789.0,0
Resort Hotel,0,93,2015,August,33,10,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,0,0,Transient,194.2,0,0,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Long (91-180d),3,0,0,0,1,0,0.0,0,0,0,0,64.73333333333333,1359.3999999999999,1359.3999999999999,1
Resort Hotel,0,45,2015,August,33,15,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,0,0,Transient,202.0,0,1,Check-Out,2015-08-17,2015-08-15,2,0.5,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,1,101.0,404.0,404.0,0
Resort Hotel,0,3,2015,August,34,16,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,0,0,Transient,103.18,0,1,Check-Out,2015-08-17,2015-08-16,1,1.0,1,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,1,0,0,1,51.59,103.18,103.18,0
Resort Hotel,0,21,2015,August,33,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,241.0,0,1,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,0,120.5,1687.0,1687.0,1
Resort Hotel,0,26,2015,August,33,15,1,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,241,0,0,Transient,162.47,0,0,Check-Out,2015-08-17,2015-08-15,2,0.5,1,Summer,Short (8-30d),2,0,1,0,0,0,0.0,0,0,0,1,81.235,324.94,324.94,0
Resort Hotel,0,2,2015,August,34,16,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241,0,0,Transient,118.58,0,0,Check-Out,2015-08-17,2015-08-16,1,1.0,1,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,1,59.29,118.58,118.58,0
Resort Hotel,0,222,2015,August,33,12,1,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,164.0,0,1,Check-Out,2015-08-17,2015-08-12,5,0.2,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,1,0,0,0,82.0,820.0,820.0,0
Resort Hotel,0,39,2015,August,33,10,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,67,0,0,Transient,186.25,0,0,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Medium (31-90d),3,0,0,1,0,0,0.0,0,1,0,0,62.083333333333336,1303.75,1303.75,1
Resort Hotel,0,159,2015,August,33,10,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,122.85,0,1,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Long (91-180d),3,0,0,1,0,0,0.0,1,0,0,0,40.949999999999996,859.9499999999999,859.9499999999999,1
Resort Hotel,0,3,2015,August,32,7,3,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,211.0,0,3,Check-Out,2015-08-17,2015-08-07,10,0.3,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,1,0,0,0,105.5,2110.0,2110.0,1
Resort Hotel,0,115,2015,August,33,10,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,191.0,0,0,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,95.5,1337.0,1337.0,1
Resort Hotel,1,236,2015,August,35,28,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,0,0,Transient,123.6,0,1,Canceled,2015-08-17,2015-08-28,5,0.4,0,Summer,Ultra-long (>180d),2,0,1,0,0,1,1.0,1,0,0,0,61.8,618.0,0.0,1
Resort Hotel,0,7,2015,August,32,3,4,10,3,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71,0,0,Transient,166.05,0,1,Check-Out,2015-08-17,2015-08-03,14,0.2857142857142857,0,Summer,Last-minute (0-7d),3,0,0,0,1,0,0.0,1,0,0,0,55.35,2324.7000000000003,2324.7000000000003,0
Resort Hotel,0,118,2015,August,33,10,2,5,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient,142.3,0,1,Check-Out,2015-08-17,2015-08-10,7,0.2857142857142857,0,Summer,Long (91-180d),3,0,0,1,0,0,0.0,1,0,0,0,47.43333333333334,996.1000000000001,996.1000000000001,1
Resort Hotel,0,1,2015,August,33,13,1,3,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,0,Transient,141.4,0,0,Check-Out,2015-08-17,2015-08-13,4,0.25,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,70.7,565.6,565.6,0
Resort Hotel,0,32,2015,August,34,16,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,153.0,0,1,Check-Out,2015-08-17,2015-08-16,1,1.0,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,76.5,153.0,153.0,0
Resort Hotel,0,196,2015,August,33,11,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,0,Contract,96.3,0,1,Check-Out,2015-08-18,2015-08-11,7,0.2857142857142857,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,1,0,0,0,48.15,674.1,674.1,0
Resort Hotel,0,196,2015,August,33,11,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,0,Contract,96.3,0,0,Check-Out,2015-08-18,2015-08-11,7,0.2857142857142857,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,48.15,674.1,674.1,0
Resort Hotel,0,7,2015,August,33,14,2,2,2,0,0,BB,KAZ,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,0,0,Transient,163.05,0,1,Check-Out,2015-08-18,2015-08-14,4,0.5,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,1,0,0,0,81.525,652.2,652.2,0
Resort Hotel,0,81,2015,August,33,11,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,241,0,0,Transient,118.02,0,1,Check-Out,2015-08-18,2015-08-11,7,0.2857142857142857,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,1,0,1,59.01,826.14,826.14,0
Resort Hotel,0,71,2015,August,33,11,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,0,Transient,87.9,0,2,Check-Out,2015-08-18,2015-08-11,7,0.2857142857142857,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,43.95,615.3000000000001,615.3000000000001,0
Resort Hotel,0,20,2015,August,34,16,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,0,0,Transient,201.5,0,2,Check-Out,2015-08-18,2015-08-16,2,1.0,1,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,1,100.75,403.0,403.0,0
Resort Hotel,0,68,2015,August,33,10,3,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,0,0,Transient,133.0,0,1,Check-Out,2015-08-18,2015-08-10,8,0.375,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,66.5,1064.0,1064.0,0
Resort Hotel,0,3,2015,August,33,15,2,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,153.0,0,0,Check-Out,2015-08-18,2015-08-15,3,0.6666666666666666,1,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,76.5,459.0,459.0,0
Resort Hotel,0,3,2015,August,34,16,2,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,0,0,Transient,172.0,0,0,Check-Out,2015-08-18,2015-08-16,2,1.0,1,Summer,Last-minute (0-7d),1,1,0,0,0,0,0.0,0,1,0,0,172.0,344.0,344.0,1
Resort Hotel,1,212,2015,September,39,24,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,0,0,Transient,139.0,0,0,Canceled,2015-08-18,2015-09-24,5,0.4,0,Autumn,Ultra-long (>180d),4,0,0,1,0,1,1.0,0,0,0,0,34.75,695.0,0.0,1
Resort Hotel,0,0,2015,August,34,17,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,153.0,0,0,Check-Out,2015-08-18,2015-08-17,1,1.0,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,1,76.5,153.0,153.0,0
Resort Hotel,0,74,2015,August,33,15,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147,0,0,Transient,127.26,0,1,Check-Out,2015-08-18,2015-08-15,3,0.6666666666666666,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,63.63,381.78000000000003,381.78000000000003,0
Resort Hotel,0,75,2015,August,33,10,3,5,2,2,0,BB,ROU,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,169.0,0,0,Check-Out,2015-08-18,2015-08-10,8,0.375,0,Summer,Medium (31-90d),4,0,0,1,0,0,0.0,0,0,0,0,42.25,1352.0,1352.0,0
Resort Hotel,0,30,2015,August,33,15,2,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,E,F,0,No Deposit,0,268,0,Transient,154.8,0,1,Check-Out,2015-08-18,2015-08-15,3,0.6666666666666666,1,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,1,77.4,464.40000000000003,464.40000000000003,0
Resort Hotel,0,0,2015,August,34,17,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,153.0,0,2,Check-Out,2015-08-18,2015-08-17,1,1.0,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,1,0,0,1,76.5,153.0,153.0,1
Resort Hotel,0,168,2015,August,33,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,0,0,Contract,104.55,0,0,Check-Out,2015-08-18,2015-08-11,7,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,52.275,731.85,731.85,0
Resort Hotel,0,79,2015,August,33,14,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,0,Transient,149.0,0,0,Check-Out,2015-08-18,2015-08-14,4,0.5,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,74.5,596.0,596.0,1
Resort Hotel,0,127,2015,August,32,5,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,0,0,Transient,119.25,0,0,Check-Out,2015-08-19,2015-08-05,14,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,59.625,1669.5,1669.5,0
Resort Hotel,0,64,2015,August,33,14,2,3,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,0,Transient,168.28,1,2,Check-Out,2015-08-19,2015-08-14,5,0.4,0,Summer,Medium (31-90d),3,0,0,0,1,0,0.0,1,0,1,0,56.093333333333334,841.4,841.4,0
Resort Hotel,0,95,2015,August,33,15,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,0,Transient,166.0,0,1,Check-Out,2015-08-19,2015-08-15,4,0.5,1,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,1,0,1,83.0,664.0,664.0,0
Resort Hotel,0,195,2015,August,33,10,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,196.0,0,2,Check-Out,2015-08-19,2015-08-10,9,0.3333333333333333,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,1,0,0,0,98.0,1764.0,1764.0,1
Resort Hotel,0,151,2017,August,32,6,2,5,2,0,0,HB,PRT,Direct,TA/TO,1,0,1,D,D,1,No Deposit,250,0,0,Transient,236.93,0,2,Check-Out,2017-08-13,2017-08-06,7,0.2857142857142857,1,Summer,Long (91-180d),2,0,1,0,0,1,0.0,1,1,0,0,118.465,1658.51,1658.51,1
Resort Hotel,0,2,2015,August,34,16,2,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,159.33,0,3,Check-Out,2015-08-19,2015-08-16,3,0.6666666666666666,1,Summer,Last-minute (0-7d),3,0,0,1,0,0,0.0,1,0,0,1,53.11000000000001,477.99,477.99,1
Resort Hotel,0,187,2015,August,33,12,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,0,Contract,117.3,0,0,Check-Out,2015-08-19,2015-08-12,7,0.2857142857142857,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,58.65,821.1,821.1,0
Resort Hotel,0,118,2015,August,33,10,3,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,0,0,Transient,122.7,1,1,Check-Out,2015-08-19,2015-08-10,9,0.3333333333333333,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,0,1,0,61.35,1104.3,1104.3,1
Resort Hotel,0,64,2015,August,33,15,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,8,0,0,Contract,107.0,0,0,Check-Out,2015-08-19,2015-08-15,4,0.5,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,1,53.5,428.0,428.0,1
Resort Hotel,0,68,2015,August,34,19,2,7,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,0,0,Transient,107.0,0,0,Check-Out,2015-08-28,2015-08-19,9,0.2222222222222222,0,Summer,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,0,107.0,963.0,963.0,1
Resort Hotel,0,59,2015,August,33,14,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,0,0,Transient,173.0,0,0,Check-Out,2015-08-19,2015-08-14,5,0.4,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,1,86.5,865.0,865.0,1
Resort Hotel,0,82,2015,August,34,17,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,154.0,0,1,Check-Out,2015-08-19,2015-08-17,2,0.5,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,77.0,308.0,308.0,1
Resort Hotel,0,144,2015,August,33,15,2,5,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,E,F,1,No Deposit,156,0,0,Contract,119.25,1,2,Check-Out,2015-08-22,2015-08-15,7,0.2857142857142857,1,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,1,1,1,59.625,834.75,834.75,0
Resort Hotel,0,169,2015,August,33,13,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,104.55,0,2,Check-Out,2015-08-20,2015-08-13,7,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,52.275,731.85,731.85,0
Resort Hotel,0,132,2015,August,33,13,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,110.7,0,0,Check-Out,2015-08-20,2015-08-13,7,0.2857142857142857,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,55.35,774.9,774.9,0
Resort Hotel,0,8,2015,August,34,16,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,153.42,0,1,Check-Out,2015-08-20,2015-08-16,4,0.5,1,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,0,76.71,613.68,613.68,0
Resort Hotel,0,79,2015,August,33,13,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,0,Transient,107.0,0,0,Check-Out,2015-08-20,2015-08-13,7,0.2857142857142857,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,53.5,749.0,749.0,0
Resort Hotel,0,63,2015,August,34,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,0,0,Transient,173.0,0,0,Check-Out,2015-08-20,2015-08-17,3,0.3333333333333333,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,1,0,1,86.5,519.0,519.0,0
Resort Hotel,1,243,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240,0,0,Transient-Party,99.0,0,1,Canceled,2015-08-20,2015-09-04,2,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,1,1.0,1,0,0,0,49.5,198.0,0.0,1
Resort Hotel,0,13,2015,August,34,17,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,0,Transient,202.0,0,2,Check-Out,2015-08-20,2015-08-17,3,0.3333333333333333,0,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,1,101.0,606.0,606.0,1
Resort Hotel,0,89,2015,August,33,15,2,3,2,1,0,FB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,250,0,0,Transient,219.0,0,1,Check-Out,2015-08-20,2015-08-15,5,0.4,1,Summer,Medium (31-90d),3,0,0,1,0,0,0.0,1,0,0,1,73.0,1095.0,1095.0,1
Resort Hotel,0,77,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,0,0,Transient-Party,135.0,0,0,Check-Out,2015-08-20,2015-08-15,5,0.4,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,67.5,675.0,675.0,1
Resort Hotel,0,139,2015,August,33,10,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,120.6,0,1,Check-Out,2015-08-20,2015-08-10,10,0.3,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,1,0,0,60.3,1206.0,1206.0,1
Resort Hotel,0,167,2015,August,34,16,2,2,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,0,Contract,143.1,0,0,Check-Out,2015-08-20,2015-08-16,4,0.5,1,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,71.55,572.4,572.4,0
Resort Hotel,0,66,2015,August,34,16,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,250,0,0,Transient,134.0,0,0,Check-Out,2015-08-20,2015-08-16,4,0.5,1,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,1,0,1,67.0,536.0,536.0,1
Resort Hotel,0,10,2015,August,34,16,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,167.25,0,2,Check-Out,2015-08-20,2015-08-16,4,0.5,1,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,0,83.625,669.0,669.0,0
Resort Hotel,0,84,2015,August,33,14,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,196.0,0,0,Check-Out,2015-08-20,2015-08-14,6,0.3333333333333333,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,1,0,0,98.0,1176.0,1176.0,1
Resort Hotel,0,94,2015,August,33,15,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,233.0,0,0,Check-Out,2015-08-20,2015-08-15,5,0.4,1,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,116.5,1165.0,1165.0,1
Resort Hotel,0,8,2015,August,33,13,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,199.29,0,2,Check-Out,2015-08-20,2015-08-13,7,0.2857142857142857,0,Summer,Short (8-30d),2,0,1,0,0,0,0.0,1,0,0,0,99.645,1395.03,1395.03,1
Resort Hotel,0,1,2015,August,34,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,153.0,0,0,Check-Out,2015-08-20,2015-08-19,1,0.0,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,76.5,153.0,153.0,1
Resort Hotel,0,0,2015,August,34,19,0,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,0,Transient,165.0,0,3,Check-Out,2015-08-20,2015-08-19,1,0.0,0,Summer,Last-minute (0-7d),3,0,0,1,0,0,0.0,1,0,0,1,55.0,165.0,165.0,1
Resort Hotel,0,0,2015,August,34,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,250,0,0,Transient,153.0,0,0,Check-Out,2015-08-20,2015-08-19,1,0.0,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,1,76.5,153.0,153.0,1
Resort Hotel,0,124,2015,August,34,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,0,0,Transient,120.6,0,0,Check-Out,2015-08-20,2015-08-17,3,0.3333333333333333,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,1,60.3,361.79999999999995,361.79999999999995,1
Resort Hotel,0,71,2015,August,33,12,2,6,2,0,0,HB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,198.0,1,0,Check-Out,2015-08-20,2015-08-12,8,0.25,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,1,0,99.0,1584.0,1584.0,0
Resort Hotel,0,49,2016,August,36,29,2,5,2,0,0,HB,USA,Direct,Direct,1,0,1,D,D,1,No Deposit,250,0,0,Transient,218.6,1,0,Check-Out,2016-09-05,2016-08-29,7,0.2857142857142857,0,Summer,Medium (31-90d),2,0,1,0,0,1,0.0,0,1,1,0,109.3,1530.2,1530.2,0
Resort Hotel,0,2,2015,August,34,19,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,0,Transient,137.7,1,1,Check-Out,2015-08-20,2015-08-19,1,0.0,0,Summer,Last-minute (0-7d),2,0,1,0,0,0,0.0,1,0,1,1,68.85,137.7,137.7,0
Resort Hotel,0,82,2015,August,34,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,134.0,0,0,Check-Out,2015-08-21,2015-08-17,4,0.25,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,67.0,536.0,536.0,1
Resort Hotel,0,190,2015,August,33,14,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,120.6,0,0,Check-Out,2015-08-21,2015-08-14,7,0.2857142857142857,0,Summer,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,60.3,844.1999999999999,844.1999999999999,0
Resort Hotel,0,70,2015,August,34,17,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,0,Transient,87.91,0,1,Check-Out,2015-08-21,2015-08-17,4,0.25,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,43.955,351.64,351.64,0
Resort Hotel,0,175,2015,August,34,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,134.0,0,1,Check-Out,2015-08-21,2015-08-17,4,0.25,0,Summer,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,67.0,536.0,536.0,1
Resort Hotel,0,70,2015,August,34,17,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,198.0,1,0,Check-Out,2015-08-21,2015-08-17,4,0.25,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,1,0,99.0,792.0,792.0,1
Resort Hotel,0,81,2015,August,34,18,0,3,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,0,0,Transient,130.13,0,1,Check-Out,2015-08-21,2015-08-18,3,0.0,0,Summer,Medium (31-90d),4,0,0,1,0,0,0.0,1,0,0,0,32.5325,390.39,390.39,0
Resort Hotel,0,75,2015,August,33,12,2,7,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,0,0,Transient,133.0,1,1,Check-Out,2015-08-21,2015-08-12,9,0.2222222222222222,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,1,0,66.5,1197.0,1197.0,0
Resort Hotel,0,84,2015,August,33,13,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,0,Transient,107.0,0,0,Check-Out,2015-08-21,2015-08-13,8,0.25,0,Summer,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,53.5,856.0,856.0,1
